"id_inscripcion_curso";"id_ciclo";"id_plan";"id_curso";"id_division";"id_alumno";"createdAt";"updatedAt"
428;57;6;22;1;185;"2024-12-02";"2024-12-02"
429;57;6;22;1;200;"2024-12-02";"2024-12-02"
430;57;6;22;1;204;"2024-12-02";"2024-12-02"
431;57;6;22;1;250;"2024-12-02";"2024-12-02"
432;57;6;22;1;295;"2024-12-02";"2024-12-02"
433;57;6;22;1;395;"2024-12-02";"2024-12-02"
434;57;6;22;1;532;"2024-12-02";"2024-12-02"
435;57;6;22;1;585;"2024-12-02";"2024-12-02"
436;57;6;22;1;819;"2024-12-02";"2024-12-02"
437;57;6;22;1;727;"2024-12-02";"2024-12-02"
438;57;6;22;2;180;"2024-12-02";"2024-12-02"
439;57;6;22;2;208;"2024-12-02";"2024-12-02"
440;57;6;22;2;254;"2024-12-02";"2024-12-02"
441;57;6;22;2;374;"2024-12-02";"2024-12-02"
442;57;6;22;2;375;"2024-12-02";"2024-12-02"
443;57;6;22;2;412;"2024-12-02";"2024-12-02"
444;57;6;22;2;436;"2024-12-02";"2024-12-02"
445;57;6;22;2;467;"2024-12-02";"2024-12-02"
446;57;6;22;2;487;"2024-12-02";"2024-12-02"
447;57;6;22;2;524;"2024-12-02";"2024-12-02"
448;57;6;22;2;537;"2024-12-02";"2024-12-02"
449;57;6;22;2;557;"2024-12-02";"2024-12-02"
450;57;6;22;2;594;"2024-12-02";"2024-12-02"
451;57;6;22;2;613;"2024-12-02";"2024-12-02"
452;57;6;22;2;614;"2024-12-02";"2024-12-02"
453;57;6;22;2;695;"2024-12-02";"2024-12-02"
454;57;6;22;3;40;"2024-12-02";"2024-12-02"
455;57;6;22;3;87;"2024-12-02";"2024-12-02"
456;57;6;22;3;91;"2024-12-02";"2024-12-02"
457;57;6;22;3;122;"2024-12-02";"2024-12-02"
458;57;6;22;3;168;"2024-12-02";"2024-12-02"
459;57;6;22;3;243;"2024-12-02";"2024-12-02"
460;57;6;22;3;284;"2024-12-02";"2024-12-02"
461;57;6;22;3;361;"2024-12-02";"2024-12-02"
462;57;6;22;3;379;"2024-12-02";"2024-12-02"
463;57;6;22;3;398;"2024-12-02";"2024-12-02"
464;57;6;22;3;402;"2024-12-02";"2024-12-02"
465;57;6;22;3;443;"2024-12-02";"2024-12-02"
466;57;6;22;3;457;"2024-12-02";"2024-12-02"
467;57;6;22;3;473;"2024-12-02";"2024-12-02"
468;57;6;22;3;497;"2024-12-02";"2024-12-02"
469;57;6;22;3;498;"2024-12-02";"2024-12-02"
470;57;6;22;3;544;"2024-12-02";"2024-12-02"
