"id_inscripcion";"id_previa";"id_turno";"id_fechaExamen";"id_calificacion";"libro";"folio";"createdAt";"updatedAt"
203;270;3;93;2;"68";"103";"2024-09-24 08:00:00";"2025-02-18 12:55:08"
204;272;3;93;2;"68";"103";"2024-09-24 08:00:00";"2025-02-18 12:55:08"
205;1166;3;93;3;"68";"103";"2024-09-24 08:00:00";"2025-02-18 12:55:08"
206;3;3;94;2;"68";"104";"2024-09-25 13:00:00";"2025-02-18 12:49:30"
207;8;3;94;6;"68";"104";"2024-09-25 13:00:00";"2025-02-18 12:49:30"
208;128;3;95;2;"68";"105";"2024-09-25 13:00:00";"2025-02-18 12:51:21"
209;222;3;96;9;"0";"0";"2024-09-25 13:00:00";"2025-02-18 12:54:04"
210;1411;3;97;10;"68";"107";"2024-09-25 13:00:00";"2024-09-25 13:00:00"
211;908;3;98;4;"68";"108";"2024-09-25 13:00:00";"2025-02-18 12:57:48"
212;44;3;99;5;"68";"109";"2024-09-26 08:00:00";"2025-02-18 12:48:58"
213;63;3;99;2;"68";"109";"2024-09-26 08:00:00";"2025-02-18 12:48:58"
214;133;3;100;2;"68";"110";"2024-09-26 08:00:00";"2025-02-18 12:50:23"
215;160;3;100;2;"68";"110";"2024-09-26 08:00:00";"2025-02-18 12:50:23"
216;171;3;100;9;"68";"110";"2024-09-26 08:00:00";"2025-02-18 12:50:23"
217;122;3;100;4;"68";"110";"2024-09-26 08:00:00";"2025-02-18 12:50:23"
218;206;3;100;3;"68";"110";"2024-09-26 08:00:00";"2025-02-18 12:50:23"
219;251;3;101;9;"68";"111";"2024-09-26 08:00:00";"2025-02-18 12:53:56"
220;172;3;101;9;"68";"111";"2024-09-26 08:00:00";"2025-02-18 12:53:56"
221;1101;3;102;6;"68";"112";"2024-09-26 08:00:00";"2025-02-18 12:54:44"
222;1102;3;103;4;"68";"113";"2024-09-26 08:00:00";"2025-02-18 12:55:04"
223;1104;3;104;4;"68";"114";"2024-09-26 08:00:00";"2025-02-18 12:57:40"
224;1053;3;104;6;"68";"114";"2024-09-26 08:00:00";"2025-02-18 12:57:40"
225;1057;3;104;9;"68";"114";"2024-09-26 08:00:00";"2025-02-18 12:57:40"
226;1415;3;105;9;"70";"4";"2024-09-27 13:00:00";"2025-02-18 12:59:21"
227;235;3;105;2;"70";"4";"2024-09-27 13:00:00";"2025-02-18 12:59:21"
228;1159;3;105;2;"70";"4";"2024-09-27 13:00:00";"2025-02-18 12:59:21"
229;1418;3;105;4;"70";"4";"2024-09-27 13:00:00";"2025-02-18 12:59:21"
230;290;3;105;7;"68";"115";"2024-09-27 13:00:00";"2025-02-18 12:55:00"
231;292;3;105;9;"68";"115";"2024-09-27 13:00:00";"2025-02-18 12:55:00"
232;236;3;107;2;"70";"5";"2024-09-27 13:00:00";"2025-02-18 12:59:17"
233;1419;3;107;3;"70";"5";"2024-09-27 13:00:00";"2025-02-18 12:59:17"
234;1407;3;107;9;"70";"5";"2024-09-27 13:00:00";"2025-02-18 12:59:17"
235;262;3;107;4;"68";"116";"2024-09-27 13:00:00";"2025-02-18 12:54:56"
236;278;3;107;3;"68";"116";"2024-09-27 13:00:00";"2025-02-18 12:54:56"
237;854;3;109;9;"68";"117";"2024-09-27 13:00:00";"2025-02-18 12:55:24"
238;855;3;110;9;"68";"120";"2024-09-27 13:00:00";"2025-02-18 12:57:28"
239;279;3;110;9;"68";"120";"2024-09-27 13:00:00";"2025-02-18 12:57:28"
240;856;3;111;9;"68";"121";"2024-09-27 13:00:00";"2025-02-18 12:57:23"
241;857;3;112;9;"68";"118";"2024-09-27 13:00:00";"2025-02-18 12:57:19"
242;1410;3;113;4;"70";"6";"2024-09-27 13:00:00";"2025-02-18 12:59:28"
243;858;3;113;9;"68";"119";"2024-09-27 13:00:00";"2025-02-18 12:55:20"
244;1052;3;113;9;"68";"119";"2024-09-27 13:00:00";"2025-02-18 12:55:20"
245;297;3;113;2;"68";"119";"2024-09-27 13:00:00";"2025-02-18 12:55:20"
246;859;3;115;2;"68";"123";"2024-09-27 13:00:00";"2025-02-18 12:58:02"
247;1106;3;116;9;"68";"124";"2024-09-27 13:00:00";"2025-02-18 12:57:57"
248;1118;3;116;9;"68";"124";"2024-09-27 13:00:00";"2025-02-18 12:57:57"
249;1107;3;117;3;"68";"122";"2024-09-27 13:00:00";"2025-02-18 12:58:07"
250;62;3;118;2;"68";"128";"2024-09-30 08:00:00";"2025-02-18 12:49:09"
251;212;3;119;9;"68";"129";"2024-09-30 08:00:00";"2025-02-18 12:50:59"
252;1414;3;120;2;"68";"126";"2024-09-30 08:00:00";"2025-02-18 12:50:54"
253;1089;3;121;2;"68";"127";"2024-09-30 08:00:00";"2025-02-18 12:55:12"
254;1105;3;122;6;"68";"125";"2024-09-30 08:00:00";"2025-02-18 12:57:44"
255;1167;3;122;2;"68";"125";"2024-09-30 08:00:00";"2025-02-18 12:57:44"
256;1119;3;122;2;"68";"125";"2024-09-30 08:00:00";"2025-02-18 12:57:44"
257;287;3;90;2;"68";"100";"2024-09-24 08:00:00";"2025-02-18 12:50:50"
258;284;3;96;2;"0";"0";"2024-09-25 13:00:00";"2025-02-18 12:54:04"
259;281;4;123;2;"68";"142";"2024-12-02 17:20:30";"2025-02-18 13:02:08"
260;157;4;124;2;"68";"132";"2024-12-02 18:57:51";"2025-02-18 13:00:50"
261;158;4;125;2;"68";"133";"2024-12-02 18:58:15";"2025-02-18 13:01:27"
262;1059;4;126;9;"68";"139";"2024-12-03 11:16:51";"2025-02-18 13:02:15"
263;1060;4;127;6;"68";"143";"2024-12-03 11:17:05";"2025-02-18 13:02:38"
264;175;4;128;2;"68";"137";"2024-12-03 11:17:42";"2025-02-18 13:01:05"
265;160;4;129;2;"68";"136";"2024-12-03 11:18:09";"2025-02-18 13:00:41"
267;213;4;130;9;"68";"144";"2024-12-03 11:19:22";"2025-02-21 14:35:15"
271;213;5;131;1;"68";"173";"2024-12-03 17:49:58";"2025-02-21 14:38:43"
272;44;4;132;6;"68";"135";"2024-12-03 21:14:44";"2025-02-18 12:59:43"
273;143;4;133;2;"68";"147";"2024-12-04 13:29:25";"2025-02-18 13:00:45"
274;41;4;134;9;"68";"153";"2024-12-04 13:38:48";"2025-02-18 13:00:19"
275;42;4;135;2;"68";"131";"2024-12-04 13:39:03";"2025-02-18 13:00:32"
276;1107;4;127;4;"68";"143";"2024-12-04 19:01:21";"2025-02-18 13:02:38"
277;1101;4;136;9;"68";"138";"2024-12-04 19:01:47";"2025-02-18 13:01:45"
278;1105;4;137;9;"68";"150";"2024-12-04 19:02:02";"2025-02-18 13:02:19"
280;164;4;138;9;"68";"148";"2024-12-04 19:59:17";"2025-02-18 13:01:10"
282;276;4;140;4;"70";"9";"2024-12-04 20:05:56";"2025-02-18 13:04:38"
283;277;4;141;4;"70";"10";"2024-12-04 20:06:11";"2025-02-18 13:04:13"
284;1422;4;142;9;"21";"1";"2024-12-09 11:16:35";"2024-12-10 13:44:36"
285;1423;4;142;2;"21";"1";"2024-12-09 11:17:19";"2024-12-10 13:44:36"
286;1424;4;142;6;"21";"1";"2024-12-09 11:19:18";"2024-12-10 13:44:36"
287;1425;4;142;2;"21";"1";"2024-12-09 11:19:50";"2024-12-10 13:44:36"
288;1426;4;142;2;"21";"1";"2024-12-09 11:20:28";"2024-12-10 13:44:36"
289;1427;4;142;3;"21";"1";"2024-12-09 11:21:33";"2024-12-10 13:44:36"
290;1428;4;142;3;"21";"1";"2024-12-09 11:22:03";"2024-12-10 13:44:36"
291;1429;4;142;9;"21";"1";"2024-12-09 11:22:34";"2024-12-10 13:44:36"
292;1430;4;142;7;"21";"1";"2024-12-09 11:23:11";"2024-12-10 13:44:36"
293;1431;4;142;9;"21";"1";"2024-12-09 11:23:48";"2024-12-10 13:44:36"
294;1432;4;142;3;"21";"1";"2024-12-09 11:24:28";"2024-12-10 13:44:36"
295;1433;4;142;2;"21";"1";"2024-12-09 11:25:15";"2024-12-10 13:44:36"
302;1439;4;144;2;"";"";"2024-12-09 11:40:54";"2025-02-23 13:29:55"
303;1440;4;145;2;"";"";"2024-12-09 11:43:09";"2025-02-23 13:38:04"
304;1441;4;145;9;"";"";"2024-12-09 11:43:44";"2025-02-23 13:38:04"
306;1442;4;145;6;"";"";"2024-12-09 11:44:45";"2025-02-23 13:38:04"
307;1443;4;145;9;"";"";"2024-12-09 11:45:15";"2025-02-23 13:38:04"
312;1447;4;147;1;"";"";"2024-12-09 11:57:56";"2024-12-09 12:01:47"
314;1449;4;147;1;"";"";"2024-12-09 12:00:12";"2024-12-09 12:01:47"
315;1450;4;147;1;"";"";"2024-12-09 12:00:50";"2024-12-09 12:01:47"
316;1451;4;147;1;"";"";"2024-12-09 12:01:18";"2024-12-09 12:01:47"
318;1119;4;137;9;"68";"150";"2024-12-09 12:52:21";"2025-02-18 13:02:19"
319;8;4;135;4;"68";"131";"2024-12-10 13:01:21";"2025-02-18 13:00:32"
320;245;4;148;9;"68";"130";"2024-12-10 13:18:01";"2025-02-18 13:00:37"
322;1416;4;149;2;"70";"8";"2024-12-19 11:29:57";"2025-02-18 13:02:57"
323;208;4;150;9;"68";"151";"2024-12-19 11:30:19";"2025-02-18 13:00:54"
324;210;4;151;9;"68";"152";"2024-12-19 11:30:25";"2025-02-18 13:01:33"
325;99;4;129;2;"68";"136";"2024-12-19 11:30:48";"2025-02-18 13:00:41"
326;101;4;132;2;"68";"135";"2024-12-19 11:31:14";"2025-02-18 12:59:43"
